t,token_usage,kv_available,kv_evictable,evicted_total
1784268169,0.15,252929.0,20862.0,0
1784268170,0.13,262297.0,17774.0,0
1784268171,0.13,260570.0,18317.0,0
1784268172,0.11,272348.0,14825.0,0
1784268173,0.11,272023.0,14825.0,0
1784268174,0.11,271823.0,14825.0,0
1784268175,0.11,270196.0,16024.0,0
1784268176,0.11,269996.0,16024.0,0
1784268177,0.11,269596.0,16024.0,0
1784268179,0.12,268392.0,16024.0,0
1784268180,0.12,267672.0,16024.0,0
1784268181,0.12,266395.0,16935.0,0
1784268182,0.07,288955.0,10373.0,0
1784268183,0.07,288395.0,10373.0,0
1784268184,0.07,287916.0,10546.0,0
1784268185,0.07,286969.0,10908.0,0
1784268186,0.08,285680.0,11460.0,0
1784268187,0.08,284791.0,11982.0,0
1784268188,0.08,282632.0,12098.0,0
1784268189,0.09,281721.0,12250.0,0
1784268190,0.09,280479.0,13284.0,0
1784268191,0.09,280463.0,13392.0,0
1784268192,0.09,279487.0,13470.0,0
1784268193,0.09,279247.0,13470.0,0
1784268194,0.09,278767.0,13470.0,0
1784268195,0.07,292198.0,8420.0,0
1784268196,0.06,294202.0,7746.0,0
1784268197,0.05,296603.0,8315.0,0
1784268198,0.05,294708.0,9935.0,0
1784268199,0.05,294507.0,9935.0,0
1784268200,0.06,292446.0,10790.0,0
1784268201,0.06,292066.0,10872.0,0
1784268202,0.06,291826.0,10872.0,0
1784268203,0.06,291586.0,10872.0,0
1784268204,0.06,291466.0,10872.0,0
1784268205,0.06,291226.0,10872.0,0
1784268206,0.04,302802.0,6183.0,0
1784268207,0.04,302642.0,6183.0,0
1784268208,0.04,302019.0,6721.0,0
1784268209,0.03,305223.0,5383.0,0
1784268210,0.03,305143.0,5383.0,0
1784268211,0.03,305063.0,5383.0,0
1784268212,0.03,305023.0,5383.0,0
1784268213,0.04,304943.0,5383.0,0
1784268214,0.04,304863.0,5383.0,0
1784268216,0.04,304783.0,5383.0,0
1784268217,0.04,304703.0,5383.0,0
1784268218,0.04,304663.0,5383.0,0
1784268219,0.04,303480.0,6065.0,0
1784268220,0.04,303419.0,6065.0,0
1784268221,0.04,302812.0,6192.0,0
1784268222,0.04,302754.0,6192.0,0
1784268223,0.04,302674.0,6192.0,0
1784268224,0.04,302594.0,6192.0,0
1784268225,0.04,302514.0,6192.0,0
1784268226,0.04,302474.0,6192.0,0
1784268227,0.04,302394.0,6192.0,0
1784268228,0.04,302314.0,6192.0,0
1784268229,0.04,301660.0,6736.0,0
1784268230,0.04,301213.0,6854.0,0
1784268231,0.04,301162.0,6854.0,0
1784268232,0.04,301082.0,6854.0,0
1784268233,0.04,301002.0,6854.0,0
1784268234,0.04,300922.0,6854.0,0
1784268235,0.04,300882.0,6854.0,0
1784268236,0.04,300359.0,7254.0,0
1784268237,0.04,300013.0,7305.0,0
1784268238,0.04,299973.0,7305.0,0
1784268239,0.04,299624.0,7519.0,0
1784268240,0.05,299567.0,7519.0,0
1784268241,0.05,299487.0,7519.0,0
1784268242,0.05,299222.0,7707.0,0
1784268243,0.05,299147.0,7707.0,0
1784268244,0.05,298868.0,7874.0,0
1784268245,0.05,298788.0,7874.0,0
1784268246,0.05,298708.0,7874.0,0
1784268247,0.05,298433.0,8074.0,0
1784268248,0.05,298353.0,8074.0,0
1784268249,0.05,297767.0,8190.0,0
1784268250,0.05,297727.0,8190.0,0
1784268251,0.05,297647.0,8190.0,0
1784268252,0.05,297567.0,8190.0,0
1784268253,0.05,297487.0,8190.0,0
1784268254,0.05,297407.0,8190.0,0
1784268255,0.05,297367.0,8190.0,0
1784268257,0.05,297287.0,8190.0,0
1784268258,0.05,296578.0,8812.0,0
1784268259,0.05,296498.0,8812.0,0
1784268260,0.05,295967.0,8914.0,0
1784268261,0.05,295887.0,8914.0,0
1784268262,0.05,295807.0,8914.0,0
1784268263,0.05,295767.0,8914.0,0
1784268264,0.05,295687.0,8914.0,0
1784268265,0.05,295607.0,8914.0,0
1784268266,0.05,295527.0,8914.0,0
1784268267,0.05,294886.0,9473.0,0
1784268268,0.05,294841.0,9473.0,0
1784268269,0.06,294323.0,9549.0,0
1784268270,0.06,294243.0,9549.0,0
1784268271,0.06,294203.0,9549.0,0
1784268272,0.06,294123.0,9549.0,0
1784268273,0.06,294043.0,9549.0,0
1784268274,0.06,293963.0,9549.0,0
1784268275,0.06,293923.0,9549.0,0
1784268276,0.06,293843.0,9549.0,0
1784268277,0.06,292907.0,10137.0,0
1784268278,0.06,292540.0,10222.0,0
1784268279,0.06,292464.0,10222.0,0
1784268280,0.06,292384.0,10222.0,0
1784268281,0.06,292304.0,10222.0,0
1784268282,0.06,292264.0,10222.0,0
1784268283,0.06,292184.0,10222.0,0
1784268284,0.06,292104.0,10222.0,0
1784268285,0.06,292024.0,10222.0,0
1784268286,0.06,291944.0,10222.0,0
1784268288,0.06,291864.0,10222.0,0
1784268289,0.06,291081.0,10934.0,0
1784268290,0.06,290781.0,11021.0,0
1784268291,0.06,290701.0,11021.0,0
1784268292,0.06,290661.0,11021.0,0
1784268293,0.06,290581.0,11021.0,0
1784268294,0.06,290501.0,11021.0,0
1784268295,0.06,290501.0,11021.0,0
1784268296,0.06,290501.0,11021.0,0
1784268297,0.06,290501.0,11021.0,0
1784268298,0.06,290501.0,11021.0,0
1784268299,0.06,290501.0,11021.0,0
1784268300,0.06,290501.0,11021.0,0
1784268301,0.06,290501.0,11021.0,0
1784268302,0.0,321612.0,2.0,0
1784268303,0.0,321612.0,2.0,0
1784268304,0.0,321612.0,2.0,0
