t,token_usage,kv_available,kv_evictable,evicted_total
1784268831,0.04,301083.0,6854.0,0
1784268832,0.04,301043.0,6854.0,0
1784268833,0.04,300963.0,6854.0,0
1784268834,0.04,300883.0,6854.0,0
1784268835,0.04,300360.0,7254.0,0
1784268836,0.04,300054.0,7305.0,0
1784268837,0.04,299974.0,7305.0,0
1784268838,0.04,299894.0,7305.0,0
1784268839,0.05,299568.0,7519.0,0
1784268840,0.05,299528.0,7519.0,0
1784268841,0.05,299222.0,7707.0,0
1784268842,0.05,299148.0,7707.0,0
1784268843,0.05,298868.0,7874.0,0
1784268844,0.05,298829.0,7874.0,0
1784268845,0.05,298749.0,7874.0,0
1784268846,0.05,298434.0,8074.0,0
1784268847,0.05,298354.0,8074.0,0
1784268848,0.05,297808.0,8190.0,0
1784268849,0.05,297728.0,8190.0,0
1784268850,0.05,297648.0,8190.0,0
1784268851,0.05,297568.0,8190.0,0
1784268852,0.05,297528.0,8190.0,0
1784268853,0.05,297448.0,8190.0,0
1784268854,0.05,297368.0,8190.0,0
1784268855,0.05,297288.0,8190.0,0
1784268856,0.05,296588.0,8812.0,0
1784268858,0.05,296539.0,8812.0,0
1784268859,0.05,295968.0,8914.0,0
1784268860,0.05,295888.0,8914.0,0
1784268861,0.05,295848.0,8914.0,0
1784268862,0.05,295768.0,8914.0,0
1784268863,0.05,295688.0,8914.0,0
1784268864,0.05,295608.0,8914.0,0
1784268865,0.05,295528.0,8914.0,0
1784268866,0.05,294882.0,9473.0,0
1784268867,0.05,294378.0,9549.0,0
1784268868,0.06,294324.0,9549.0,0
1784268869,0.06,294244.0,9549.0,0
1784268870,0.06,294204.0,9549.0,0
1784268871,0.06,294124.0,9549.0,0
1784268872,0.06,294044.0,9549.0,0
1784268873,0.06,293964.0,9549.0,0
1784268874,0.06,293884.0,9549.0,0
1784268875,0.06,293844.0,9549.0,0
1784268876,0.06,292908.0,10137.0,0
1784268877,0.06,292505.0,10222.0,0
1784268878,0.06,292465.0,10222.0,0
1784268879,0.06,292385.0,10222.0,0
1784268880,0.06,292305.0,10222.0,0
1784268881,0.06,292225.0,10222.0,0
1784268882,0.06,292185.0,10222.0,0
1784268883,0.06,292105.0,10222.0,0
1784268884,0.06,292025.0,10222.0,0
1784268885,0.06,291945.0,10222.0,0
1784268887,0.06,291905.0,10222.0,0
1784268888,0.06,291082.0,10934.0,0
1784268889,0.06,290782.0,11021.0,0
1784268890,0.06,290742.0,11021.0,0
1784268891,0.06,290662.0,11021.0,0
1784268892,0.06,290582.0,11021.0,0
1784268893,0.06,290502.0,11021.0,0
1784268894,0.06,290502.0,11021.0,0
1784268895,0.06,290502.0,11021.0,0
