t,token_usage,kv_available,kv_evictable,evicted_total
1784268192,0.09,29554.0,264406.0,0
1784268193,0.09,28711.0,264484.0,0
1784268194,0.09,28333.0,264484.0,0
1784268195,0.09,27853.0,264484.0,0
1784268196,0.09,27613.0,264484.0,0
1784268197,0.07,27204.0,273325.0,0
1784268198,0.05,26899.0,278112.0,0
1784268199,0.05,23764.0,280906.0,0
1784268200,0.05,23581.0,280906.0,0
1784268201,0.06,22168.0,281598.0,0
1784268202,0.06,21415.0,281760.0,0
1784268203,0.06,20921.0,281842.0,0
1784268204,0.06,20681.0,281842.0,0
1784268206,0.06,20441.0,281842.0,0
1784268207,0.04,20234.0,288890.0,0
1784268208,0.04,20154.0,288890.0,0
1784268209,0.04,19994.0,288890.0,0
1784268210,0.04,19290.0,289428.0,0
1784268211,0.04,18743.0,289499.0,0
1784268212,0.03,18650.0,291882.0,0
1784268213,0.03,18570.0,291882.0,0
1784268214,0.03,18490.0,291882.0,0
1784268215,0.04,18410.0,291882.0,0
1784268216,0.04,18330.0,291882.0,0
1784268217,0.04,18290.0,291882.0,0
1784268218,0.04,18210.0,291882.0,0
1784268219,0.04,17514.0,292491.0,0
1784268220,0.04,16966.0,292564.0,0
1784268221,0.04,16926.0,292564.0,0
1784268222,0.04,16261.0,292691.0,0
1784268223,0.04,16221.0,292691.0,0
1784268224,0.04,16141.0,292691.0,0
1784268225,0.04,16061.0,292691.0,0
1784268226,0.04,15981.0,292691.0,0
1784268227,0.04,15901.0,292691.0,0
1784268228,0.04,15861.0,292691.0,0
1784268229,0.04,15196.0,293235.0,0
1784268230,0.04,15127.0,293235.0,0
1784268231,0.04,14669.0,293353.0,0
1784268232,0.04,14629.0,293353.0,0
1784268233,0.04,14549.0,293353.0,0
1784268234,0.04,14469.0,293353.0,0
1784268235,0.04,14389.0,293353.0,0
1784268236,0.04,13866.0,293753.0,0
1784268238,0.04,13560.0,293804.0,0
1784268239,0.04,13480.0,293804.0,0
1784268240,0.04,13400.0,293804.0,0
1784268241,0.05,13074.0,294018.0,0
1784268242,0.05,12994.0,294018.0,0
1784268243,0.05,12723.0,294206.0,0
1784268244,0.05,12654.0,294206.0,0
1784268245,0.05,12369.0,294373.0,0
1784268246,0.05,12295.0,294373.0,0
1784268247,0.05,12215.0,294373.0,0
1784268248,0.05,11940.0,294573.0,0
1784268249,0.05,11860.0,294573.0,0
1784268250,0.05,11274.0,294689.0,0
1784268251,0.05,11194.0,294689.0,0
1784268252,0.05,11154.0,294689.0,0
1784268253,0.05,11074.0,294689.0,0
1784268254,0.05,10994.0,294689.0,0
1784268255,0.05,10914.0,294689.0,0
1784268256,0.05,10834.0,294689.0,0
1784268257,0.05,10794.0,294689.0,0
1784268258,0.05,10085.0,295311.0,0
1784268259,0.05,10005.0,295311.0,0
1784268260,0.05,9474.0,295413.0,0
1784268261,0.05,9354.0,295413.0,0
1784268262,0.05,9314.0,295413.0,0
1784268263,0.05,9234.0,295413.0,0
1784268265,0.05,9154.0,295413.0,0
1784268266,0.05,9074.0,295413.0,0
1784268267,0.05,9034.0,295413.0,0
1784268268,0.05,8387.0,295972.0,0
1784268269,0.06,7870.0,296048.0,0
1784268270,0.06,7790.0,296048.0,0
1784268271,0.06,7750.0,296048.0,0
1784268272,0.06,7670.0,296048.0,0
1784268273,0.06,7590.0,296048.0,0
1784268274,0.06,7510.0,296048.0,0
1784268275,0.06,7430.0,296048.0,0
1784268276,0.06,7390.0,296048.0,0
1784268277,0.06,6441.0,296636.0,0
1784268278,0.06,6374.0,296636.0,0
1784268279,0.06,6011.0,296721.0,0
1784268280,0.06,5931.0,296721.0,0
1784268281,0.06,5851.0,296721.0,0
1784268282,0.06,5771.0,296721.0,0
1784268283,0.06,5691.0,296721.0,0
1784268284,0.06,5651.0,296721.0,0
1784268285,0.06,5571.0,296721.0,0
1784268286,0.06,5491.0,296721.0,0
1784268287,0.06,5411.0,296721.0,0
1784268288,0.06,5371.0,296721.0,0
1784268289,0.06,4548.0,297433.0,0
1784268290,0.06,4248.0,297520.0,0
1784268291,0.06,4168.0,297520.0,0
1784268292,0.06,4128.0,297520.0,0
1784268293,0.06,4048.0,297520.0,0
1784268294,0.06,4008.0,297520.0,0
1784268295,0.06,4008.0,297520.0,0
1784268296,0.06,4008.0,297520.0,0
1784268297,0.06,4008.0,297520.0,0
1784268298,0.06,4008.0,297520.0,0
1784268299,0.0,3973.0,317641.0,0
1784268301,0.0,3973.0,317641.0,0
1784268302,0.0,3973.0,317641.0,0
1784268303,0.0,3973.0,317641.0,0
1784268304,0.0,3973.0,317641.0,0
1784268305,0.0,3973.0,317641.0,0
